emoticon,convert_emoji,translate_emoji,cleaned,tokenize,normalization,stemmed,stopwords_stemmed,text_string_stemmed,label
@JAK101fm Tahun kmrn kenalan di socmed krn psbb di bulan april eh dilamar agustus ehhh desember dinikahin. Alhamdulillah pas resign eh dpt jodoh. #sarapanseru,Tahun kmrn kenalan di socmed krn psbb di bulan april eh dilamar agustus ehhh desember dinikahin. Alhamdulillah pas resign eh dpt jodoh.,Tahun kmrn kenalan di socmed krn psbb di bulan april eh dilamar agustus ehhh desember dinikahin. Alhamdulillah pas resign eh dpt jodoh.,tahun kmrn kenalan di socmed krn psbb di bulan april eh dilamar agustus ehhh desember dinikahin alhamdulillah pas resign eh dpt jodoh,"['tahun', 'kmrn', 'kenalan', 'di', 'socmed', 'krn', 'psbb', 'di', 'bulan', 'april', 'eh', 'dilamar', 'agustus', 'ehhh', 'desember', 'dinikahin', 'alhamdulillah', 'pas', 'resign', 'eh', 'dpt', 'jodoh']","['tahun', 'kemarin', 'kenalan', 'di', 'socmed', 'karena', 'psbb', 'di', 'bulan', 'april', 'eh', 'dilamar', 'agustus', 'ehhh', 'desember', 'dinikahin', 'alhamdulillah', 'pas', 'resign', 'eh', 'dpt', 'jodoh']","['tahun', 'kemarin', 'kenal', 'di', 'socmed', 'karena', 'psbb', 'di', 'bulan', 'april', 'eh', 'lamar', 'agustus', 'ehhh', 'desember', 'dinikahin', 'alhamdulillah', 'pas', 'resign', 'eh', 'dpt', 'jodoh']","['kemarin', 'kenal', 'socmed', 'april', 'lamar', 'agustus', 'desember', 'dinikahin', 'resign', 'jodoh']",kemarin kenal socmed april lamar agustus desember dinikahin resign jodoh,netral
"Bismilla Baru bisa masuk kerja hri iki Tanggal 11 PSBB lanjut kerja ngak yoo kira""","Bismilla Baru bisa masuk kerja hri iki Tanggal 11 PSBB lanjut kerja ngak yoo kira""","Bismilla Baru bisa masuk kerja hri iki Tanggal 11 PSBB lanjut kerja ngak yoo kira""",bismilla baru bisa masuk kerja hri iki tanggal   psbb lanjut kerja ngak yoo kira,"['bismilla', 'baru', 'bisa', 'masuk', 'kerja', 'hri', 'iki', 'tanggal', 'psbb', 'lanjut', 'kerja', 'ngak', 'yoo', 'kira']","['bismilla', 'baru', 'bisa', 'masuk', 'kerja', 'hri', 'iki', 'tanggal', 'psbb', 'lanjut', 'kerja', 'tidak', 'yoo', 'kira']","['bismilla', 'baru', 'bisa', 'masuk', 'kerja', 'hri', 'iki', 'tanggal', 'psbb', 'lanjut', 'kerja', 'tidak', 'yoo', 'kira']","['bismilla', 'hri', 'yoo']",bismilla hri yoo,positif
"Infonya PSBB lagi yah?? Berikut beberapa info untuk PSBB Jawa Bali 11-25 Januari 2020 ini, Penerapan pembatasan secara terbatas dilakukan Provinsi di Jawa dan Bali.  Gak masalah PSBB, yang penting kamu mah Never Say Good Byeeeee #PSBBuntukKitaSehat  https://t.co/9tzcnyxjOt","Infonya PSBB lagi yah?? Berikut beberapa info untuk PSBB Jawa Bali 11-25 Januari 2020 ini, Penerapan pembatasan secara terbatas dilakukan Provinsi di Jawa dan Bali. Gak masalah PSBB, yang penting kamu mah Never Say Good Byeeeee https //t.co/9tzcnyxjOt","Infonya PSBB lagi yah?? Berikut beberapa info untuk PSBB Jawa Bali 11-25 Januari 2020 ini, Penerapan pembatasan secara terbatas dilakukan Provinsi di Jawa dan Bali. Gak masalah PSBB, yang penting kamu mah Never Say Good Byeeeee https //t.co/9tzcnyxjOt",infonya psbb lagi yah berikut beberapa info untuk psbb jawa bali    januari   ini penerapan pembatasan secara terbatas dilakukan provinsi di jawa dan bali gak masalah psbb yang penting kamu mah never say good byeeeee   tco tzcnyxjot,"['infonya', 'psbb', 'lagi', 'yah', 'berikut', 'beberapa', 'info', 'untuk', 'psbb', 'jawa', 'bali', 'januari', 'ini', 'penerapan', 'pembatasan', 'secara', 'terbatas', 'dilakukan', 'provinsi', 'di', 'jawa', 'dan', 'bali', 'gak', 'masalah', 'psbb', 'yang', 'penting', 'kamu', 'mah', 'never', 'say', 'good', 'byeeeee', 'tco', 'tzcnyxjot']","['infonya', 'psbb', 'lagi', 'yah', 'berikut', 'beberapa', 'info', 'untuk', 'psbb', 'jawa', 'bali', 'januari', 'ini', 'penerapan', 'pembatasan', 'secara', 'terbatas', 'dilakukan', 'provinsi', 'di', 'jawa', 'dan', 'bali', 'gak', 'masalah', 'psbb', 'yang', 'penting', 'kamu', 'mah', 'never', 'say', 'good', 'byeeeee', 'tco', 'tzcnyxjot']","['info', 'psbb', 'lagi', 'yah', 'ikut', 'beberapa', 'info', 'untuk', 'psbb', 'jawa', 'bal', 'januari', 'ini', 'terap', 'batas', 'cara', 'batas', 'laku', 'provinsi', 'di', 'jawa', 'dan', 'bal', 'gak', 'masalah', 'psbb', 'yang', 'penting', 'kamu', 'mah', 'never', 'say', 'good', 'byeeeee', 'tco', 'tzcnyxjot']","['info', 'info', 'jawa', 'januari', 'terap', 'batas', 'batas', 'provinsi', 'jawa', 'never', 'byeeeee', 'tzcnyxjot']",info info jawa januari terap batas batas provinsi jawa never byeeeee tzcnyxjot,positif
@FWBESS Jogja masih psbb 😣,Jogja masih psbb persevering_face,Jogja masih psbb Wajah yang gigih,jogja masih psbb wajah yang gigih,"['jogja', 'masih', 'psbb', 'wajah', 'yang', 'gigih']","['jogja', 'masih', 'psbb', 'wajah', 'yang', 'gigih']","['jogja', 'masih', 'psbb', 'wajah', 'yang', 'gigih']","['jogja', 'gigih']",jogja gigih,negatif
@CommuterLine Min mau tanya dong untuk jadwal untuk PSBB Jawa-Bali gimana?,Min mau tanya dong untuk jadwal untuk PSBB Jawa-Bali gimana?,Min mau tanya dong untuk jadwal untuk PSBB Jawa-Bali gimana?,min mau tanya dong untuk jadwal untuk psbb jawabali gimana,"['min', 'mau', 'tanya', 'dong', 'untuk', 'jadwal', 'untuk', 'psbb', 'jawabali', 'gimana']","['min', 'mau', 'tanya', 'dong', 'untuk', 'jadwal', 'untuk', 'psbb', 'jawabali', 'gimana']","['min', 'mau', 'tanya', 'dong', 'untuk', 'jadwal', 'untuk', 'psbb', 'jawabali', 'gimana']","['jadwal', 'jawabali']",jadwal jawabali,netral
@MyZahra6 🤣 saya trading akun masih rugi tipis gara2 kena stoploss psbb tapi investing kan ga kena cl sekarang untung gede jauh melebihi rugi trading. Kadang aktif trading kena shake bandar lho. 🤣,rolling_on_the_floor_laughing saya trading akun masih rugi tipis gara2 kena stoploss psbb tapi investing kan ga kena cl sekarang untung gede jauh melebihi rugi trading. Kadang aktif trading kena shake bandar lho. rolling_on_the_floor_laughing,berguling-guling di lantai tertawa saya trading akun masih rugi tipis gara2 kena stoploss psbb tapi investing kan ga kena cl sekarang untung gede jauh melebihi rugi trading. Kadang aktif trading kena shake bandar lho. berguling-guling di lantai tertawa,bergulingguling di lantai tertawa saya trading akun masih rugi tipis gara  kena stoploss psbb tapi investing kan ga kena cl sekarang untung gede jauh melebihi rugi trading kadang aktif trading kena shake bandar lho bergulingguling di lantai tertawa,"['bergulingguling', 'di', 'lantai', 'tertawa', 'saya', 'trading', 'akun', 'masih', 'rugi', 'tipis', 'gara', 'kena', 'stoploss', 'psbb', 'tapi', 'investing', 'kan', 'ga', 'kena', 'cl', 'sekarang', 'untung', 'gede', 'jauh', 'melebihi', 'rugi', 'trading', 'kadang', 'aktif', 'trading', 'kena', 'shake', 'bandar', 'lho', 'bergulingguling', 'di', 'lantai', 'tertawa']","['bergulingguling', 'di', 'lantai', 'tertawa', 'saya', 'trading', 'akun', 'masih', 'rugi', 'tipis', 'gara', 'kena', 'stoploss', 'psbb', 'tapi', 'investing', 'kan', 'tidak', 'kena', 'cl', 'sekarang', 'untung', 'gede', 'jauh', 'melebihi', 'rugi', 'trading', 'kadang', 'aktif', 'trading', 'kena', 'shake', 'bandar', 'lho', 'bergulingguling', 'di', 'lantai', 'tertawa']","['bergulingguling', 'di', 'lantai', 'tertawa', 'saya', 'trading', 'akun', 'masih', 'rugi', 'tipis', 'gara', 'kena', 'stoploss', 'psbb', 'tapi', 'investing', 'kan', 'tidak', 'kena', 'cl', 'sekarang', 'untung', 'gede', 'jauh', 'lebih', 'rugi', 'trading', 'kadang', 'aktif', 'trading', 'kena', 'shake', 'bandar', 'lho', 'bergulingguling', 'di', 'lantai', 'tertawa']","['bergulingguling', 'lantai', 'tertawa', 'trading', 'akun', 'rugi', 'tipis', 'gara', 'stoploss', 'investing', 'cl', 'untung', 'gede', 'rugi', 'trading', 'kadang', 'aktif', 'trading', 'shake', 'bandar', 'bergulingguling', 'lantai', 'tertawa']",bergulingguling lantai tertawa trading akun rugi tipis gara stoploss investing cl untung gede rugi trading kadang aktif trading shake bandar bergulingguling lantai tertawa,netral
PSBB Berlaku di DKI dan 23 Kabupaten/Kota  https://t.co/kIo0ubol8u  https://t.co/vsIG0iIWO3,PSBB Berlaku di DKI dan 23 Kabupaten/Kota https //t.co/kIo0ubol8u https //t.co/vsIG0iIWO3,PSBB Berlaku di DKI dan 23 Kabupaten/Kota https //t.co/kIo0ubol8u https //t.co/vsIG0iIWO3,psbb berlaku di dki dan   kabupatenkota   tcokio ubol u   tcovsig iiwo ,"['psbb', 'berlaku', 'di', 'dki', 'dan', 'kabupatenkota', 'tcokio', 'ubol', 'u', 'tcovsig', 'iiwo']","['psbb', 'berlaku', 'di', 'dki', 'dan', 'kabupatenkota', 'tcokio', 'ubol', 'u', 'tcovsig', 'iiwo']","['psbb', 'laku', 'di', 'dki', 'dan', 'kabupatenkota', 'tcokio', 'ubol', 'u', 'tcovsig', 'iiwo']","['dki', 'kabupatenkota', 'tcokio', 'ubol', 'tcovsig', 'iiwo']",dki kabupatenkota tcokio ubol tcovsig iiwo,positif
@gerydika I'm good...ayo agendain brsama @kenangaputrii dan @ranidwiu sebelum psbb 🥺,I'm good...ayo agendain brsama dan sebelum psbb pleading_face,I'm good...ayo agendain brsama dan sebelum psbb memohon wajah,im goodayo agendain brsama dan sebelum psbb memohon wajah,"['im', 'goodayo', 'agendain', 'brsama', 'dan', 'sebelum', 'psbb', 'memohon', 'wajah']","['im', 'goodayo', 'agendain', 'brsama', 'dan', 'sebelum', 'psbb', 'memohon', 'wajah']","['im', 'goodayo', 'agendain', 'brsama', 'dan', 'belum', 'psbb', 'mohon', 'wajah']","['im', 'goodayo', 'agendain', 'brsama']",im goodayo agendain brsama,positif
"Radar Jogja - Ketersediaan Tempat Tidur Covid-19 Kritis, PSBB Ideal di Sleman  https://t.co/NZxv6KHlHE","Radar Jogja - Ketersediaan Tempat Tidur Covid-19 Kritis, PSBB Ideal di Sleman https //t.co/NZxv6KHlHE","Radar Jogja - Ketersediaan Tempat Tidur Covid-19 Kritis, PSBB Ideal di Sleman https //t.co/NZxv6KHlHE",radar jogja  ketersediaan tempat tidur covid  kritis psbb ideal di sleman   tconzxv khlhe,"['radar', 'jogja', 'ketersediaan', 'tempat', 'tidur', 'covid', 'kritis', 'psbb', 'ideal', 'di', 'sleman', 'tconzxv', 'khlhe']","['radar', 'jogja', 'ketersediaan', 'tempat', 'tidur', 'covid', 'kritis', 'psbb', 'ideal', 'di', 'sleman', 'tconzxv', 'khlhe']","['radar', 'jogja', 'sedia', 'tempat', 'tidur', 'covid', 'kritis', 'psbb', 'ideal', 'di', 'sleman', 'tconzxv', 'khlhe']","['radar', 'jogja', 'sedia', 'tidur', 'covid', 'kritis', 'ideal', 'sleman', 'tconzxv', 'khlhe']",radar jogja sedia tidur covid kritis ideal sleman tconzxv khlhe,negatif
"All or nothing. Kalo masih main2 dengan PSBB, mending buka aja semua sekalian. Kayak jepang Perkuat keuangan rumah sakit, pebanyak nakes dan bed.  Dan perbanyak kuburan.   https://t.co/0XgPAnzkyz  Bioskop menjadi salah satu bisnis yang paling terimbas oleh pandemi COVID-19.","All or nothing. Kalo masih main2 dengan PSBB, mending buka aja semua sekalian. Kayak jepang Perkuat keuangan rumah sakit, pebanyak nakes dan bed. Dan perbanyak kuburan. https //t.co/0XgPAnzkyz Bioskop menjadi salah satu bisnis yang paling terimbas oleh pandemi COVID-19.","All or nothing. Kalo masih main2 dengan PSBB, mending buka aja semua sekalian. Kayak jepang Perkuat keuangan rumah sakit, pebanyak nakes dan bed. Dan perbanyak kuburan. https //t.co/0XgPAnzkyz Bioskop menjadi salah satu bisnis yang paling terimbas oleh pandemi COVID-19.",all or nothing kalo masih main  dengan psbb mending buka aja semua sekalian kayak jepang perkuat keuangan rumah sakit pebanyak nakes dan bed dan perbanyak kuburan   tco xgpanzkyz bioskop menjadi salah satu bisnis yang paling terimbas oleh pandemi covid ,"['all', 'or', 'nothing', 'kalo', 'masih', 'main', 'dengan', 'psbb', 'mending', 'buka', 'aja', 'semua', 'sekalian', 'kayak', 'jepang', 'perkuat', 'keuangan', 'rumah', 'sakit', 'pebanyak', 'nakes', 'dan', 'bed', 'dan', 'perbanyak', 'kuburan', 'tco', 'xgpanzkyz', 'bioskop', 'menjadi', 'salah', 'satu', 'bisnis', 'yang', 'paling', 'terimbas', 'oleh', 'pandemi', 'covid']","['all', 'or', 'nothing', 'kalo', 'masih', 'main', 'dengan', 'psbb', 'mending', 'buka', 'aja', 'semua', 'sekalian', 'kayak', 'jepang', 'perkuat', 'keuangan', 'rumah', 'sakit', 'pebanyak', 'nakes', 'dan', 'bed', 'dan', 'perbanyak', 'kuburan', 'tco', 'xgpanzkyz', 'bioskop', 'menjadi', 'salah', 'satu', 'bisnis', 'yang', 'paling', 'terimbas', 'oleh', 'pandemi', 'covid']","['all', 'or', 'nothing', 'kalo', 'masih', 'main', 'dengan', 'psbb', 'mending', 'buka', 'aja', 'semua', 'sekali', 'kayak', 'jepang', 'kuat', 'uang', 'rumah', 'sakit', 'banyak', 'nakes', 'dan', 'bed', 'dan', 'banyak', 'kubur', 'tco', 'xgpanzkyz', 'bioskop', 'jadi', 'salah', 'satu', 'bisnis', 'yang', 'paling', 'imbas', 'oleh', 'pandemi', 'covid']","['all', 'nothing', 'main', 'mending', 'buka', 'jepang', 'kuat', 'uang', 'rumah', 'sakit', 'nakes', 'bed', 'kubur', 'xgpanzkyz', 'bioskop', 'bisnis', 'imbas', 'pandemi', 'covid']",all nothing main mending buka jepang kuat uang rumah sakit nakes bed kubur xgpanzkyz bioskop bisnis imbas pandemi covid,negatif
Sebuah utas mengenai isolasi mandiri dr @febrinasugianto. 🤗 #isolasimandiri #COVID19 #PSBB,Sebuah utas mengenai isolasi mandiri dr smiling_face_with_open_hands,Sebuah utas mengenai isolasi mandiri dr wajah tersenyum_with_open_hands,sebuah utas mengenai isolasi mandiri dr wajah tersenyumwithopenhands,"['sebuah', 'utas', 'mengenai', 'isolasi', 'mandiri', 'dr', 'wajah', 'tersenyumwithopenhands']","['sebuah', 'utas', 'mengenai', 'isolasi', 'mandiri', 'dr', 'wajah', 'tersenyumwithopenhands']","['buah', 'utas', 'kena', 'isolasi', 'mandiri', 'dr', 'wajah', 'tersenyumwithopenhands']","['buah', 'utas', 'isolasi', 'mandiri', 'tersenyumwithopenhands']",buah utas isolasi mandiri tersenyumwithopenhands,positif
"Engga itu, yang katanya mau PSBB Jawa - Bali. Tanggalnya ditentuin, emang udah janjian ama si covid?","Engga itu, yang katanya mau PSBB Jawa - Bali. Tanggalnya ditentuin, emang udah janjian ama si covid?","Engga itu, yang katanya mau PSBB Jawa - Bali. Tanggalnya ditentuin, emang udah janjian ama si covid?",engga itu yang katanya mau psbb jawa  bali tanggalnya ditentuin emang udah janjian ama si covid,"['engga', 'itu', 'yang', 'katanya', 'mau', 'psbb', 'jawa', 'bali', 'tanggalnya', 'ditentuin', 'emang', 'udah', 'janjian', 'ama', 'si', 'covid']","['engga', 'itu', 'yang', 'katanya', 'mau', 'psbb', 'jawa', 'bali', 'tanggalnya', 'ditentuin', 'emang', 'udah', 'janjian', 'ama', 'si', 'covid']","['engga', 'itu', 'yang', 'kata', 'mau', 'psbb', 'jawa', 'bal', 'tanggal', 'ditentuin', 'emang', 'udah', 'janji', 'ama', 'si', 'covid']","['engga', 'jawa', 'ditentuin', 'emang', 'janji', 'covid']",engga jawa ditentuin emang janji covid,negatif
Aku kok deg2an. Yg udah ngalamin PSBB share dong pengalamannya. Gak kebayang jam 7 udah hrs tutup warung.,Aku kok deg2an. Yg udah ngalamin PSBB share dong pengalamannya. Gak kebayang jam 7 udah hrs tutup warung.,Aku kok deg2an. Yg udah ngalamin PSBB share dong pengalamannya. Gak kebayang jam 7 udah hrs tutup warung.,aku kok deg an yg udah ngalamin psbb share dong pengalamannya gak kebayang jam   udah hrs tutup warung,"['aku', 'kok', 'deg', 'an', 'yg', 'udah', 'ngalamin', 'psbb', 'share', 'dong', 'pengalamannya', 'gak', 'kebayang', 'jam', 'udah', 'hrs', 'tutup', 'warung']","['aku', 'kok', 'deg', 'an', 'yg', 'udah', 'ngalamin', 'psbb', 'share', 'dong', 'pengalamannya', 'gak', 'kebayang', 'jam', 'udah', 'hrs', 'tutup', 'warung']","['aku', 'kok', 'deg', 'an', 'yg', 'udah', 'ngalamin', 'psbb', 'share', 'dong', 'alam', 'gak', 'bayang', 'jam', 'udah', 'hrs', 'tutup', 'warung']","['deg', 'ngalamin', 'alam', 'bayang', 'hrs', 'tutup', 'warung']",deg ngalamin alam bayang hrs tutup warung,positif
"@Ameeranti Jakarte nih! Yang nggak mungkin aja didiamkan pemda dki dimasa perpanjangan psbb covid-19,  mereka gelandangan berkeliaran apalagi dijalan protokol. Gaya walikota nggak laku di jakarta mbok!","Jakarte nih! Yang nggak mungkin aja didiamkan pemda dki dimasa perpanjangan psbb covid-19, mereka gelandangan berkeliaran apalagi dijalan protokol. Gaya walikota nggak laku di jakarta mbok!","Jakarte nih! Yang nggak mungkin aja didiamkan pemda dki dimasa perpanjangan psbb covid-19, mereka gelandangan berkeliaran apalagi dijalan protokol. Gaya walikota nggak laku di jakarta mbok!",jakarte nih yang nggak mungkin aja didiamkan pemda dki dimasa perpanjangan psbb covid  mereka gelandangan berkeliaran apalagi dijalan protokol gaya walikota nggak laku di jakarta mbok,"['jakarte', 'nih', 'yang', 'nggak', 'mungkin', 'aja', 'didiamkan', 'pemda', 'dki', 'dimasa', 'perpanjangan', 'psbb', 'covid', 'mereka', 'gelandangan', 'berkeliaran', 'apalagi', 'dijalan', 'protokol', 'gaya', 'walikota', 'nggak', 'laku', 'di', 'jakarta', 'mbok']","['jakarte', 'nih', 'yang', 'nggak', 'mungkin', 'aja', 'didiamkan', 'pemda', 'dki', 'dimasa', 'perpanjangan', 'psbb', 'covid', 'mereka', 'gelandangan', 'berkeliaran', 'apalagi', 'dijalan', 'protokol', 'gaya', 'walikota', 'nggak', 'laku', 'di', 'jakarta', 'mbok']","['jakarte', 'nih', 'yang', 'nggak', 'mungkin', 'aja', 'diam', 'pemda', 'dki', 'masa', 'panjang', 'psbb', 'covid', 'mereka', 'gelandang', 'liar', 'apalagi', 'jalan', 'protokol', 'gaya', 'walikota', 'nggak', 'laku', 'di', 'jakarta', 'mbok']","['jakarte', 'nggak', 'diam', 'pemda', 'dki', 'covid', 'gelandang', 'liar', 'protokol', 'gaya', 'walikota', 'nggak', 'jakarta']",jakarte nggak diam pemda dki covid gelandang liar protokol gaya walikota nggak jakarta,negatif
Kota Cirebon Tidak Terapkan PSBB pada 11 – 25 Januari 2021   Selengkapee &gt;&gt;  https://t.co/F7Da0lUomY,Kota Cirebon Tidak Terapkan PSBB pada 11 – 25 Januari 2021 Selengkapee &gt;&gt; https //t.co/F7Da0lUomY,Kota Cirebon Tidak Terapkan PSBB pada 11 – 25 Januari 2021 Selengkapee &gt;&gt; https //t.co/F7Da0lUomY,kota cirebon tidak terapkan psbb pada      januari   selengkapee gtgt   tcof da luomy,"['kota', 'cirebon', 'tidak', 'terapkan', 'psbb', 'pada', 'januari', 'selengkapee', 'gtgt', 'tcof', 'da', 'luomy']","['kota', 'cirebon', 'tidak', 'terapkan', 'psbb', 'pada', 'januari', 'selengkapee', 'gtgt', 'tcof', 'da', 'luomy']","['kota', 'cirebon', 'tidak', 'terap', 'psbb', 'pada', 'januari', 'selengkapee', 'gtgt', 'tcof', 'da', 'luomy']","['kota', 'cirebon', 'terap', 'januari', 'selengkapee', 'gtgt', 'tcof', 'luomy']",kota cirebon terap januari selengkapee gtgt tcof luomy,negatif
"@drpriono1 @kholil78 @tirta_hudhi @KemenkesRI @BudiGSadikin Tu si bunglon @tirta_hudhi  makin eksis Bae kang @Partono_ADjem ampun dah 🤭.  Apa perlu guwa runut sikap nya dari awal pandemi, PSBB jkt hingga holywings ?","Tu si bunglon makin eksis Bae kang ampun dah face_with_hand_over_mouth . Apa perlu guwa runut sikap nya dari awal pandemi, PSBB jkt hingga holywings ?","Tu si bunglon makin eksis Bae kang ampun dah wajah dengan tangan di atas mulut . Apa perlu guwa runut sikap nya dari awal pandemi, PSBB jkt hingga holywings ?",tu si bunglon makin eksis bae kang ampun dah wajah dengan tangan di atas mulut  apa perlu guwa runut sikap nya dari awal pandemi psbb jkt hingga holywings ,"['tu', 'si', 'bunglon', 'makin', 'eksis', 'bae', 'kang', 'ampun', 'dah', 'wajah', 'dengan', 'tangan', 'di', 'atas', 'mulut', 'apa', 'perlu', 'guwa', 'runut', 'sikap', 'nya', 'dari', 'awal', 'pandemi', 'psbb', 'jkt', 'hingga', 'holywings']","['tu', 'si', 'bunglon', 'makin', 'eksis', 'bae', 'kang', 'ampun', 'dah', 'wajah', 'dengan', 'tangan', 'di', 'atas', 'mulut', 'apa', 'perlu', 'guwa', 'runut', 'sikap', 'nya', 'dari', 'awal', 'pandemi', 'psbb', 'jakarta', 'hingga', 'holywings']","['tu', 'si', 'bunglon', 'makin', 'eks', 'bae', 'kang', 'ampun', 'dah', 'wajah', 'dengan', 'tangan', 'di', 'atas', 'mulut', 'apa', 'perlu', 'guwa', 'runut', 'sikap', 'nya', 'dari', 'awal', 'pandemi', 'psbb', 'jakarta', 'hingga', 'holywings']","['bunglon', 'eks', 'bae', 'kang', 'ampun', 'tangan', 'mulut', 'guwa', 'runut', 'sikap', 'pandemi', 'jakarta', 'holywings']",bunglon eks bae kang ampun tangan mulut guwa runut sikap pandemi jakarta holywings,negatif
@bdngfess Watir euy salaki aku ojol kena imbasna krn orderan jd sepi psbb mahsedih,Watir euy salaki aku ojol kena imbasna krn orderan jd sepi psbb mahsedih,Watir euy salaki aku ojol kena imbasna krn orderan jd sepi psbb mahsedih,watir euy salaki aku ojol kena imbasna krn orderan jd sepi psbb mahsedih,"['watir', 'euy', 'salaki', 'aku', 'ojol', 'kena', 'imbasna', 'krn', 'orderan', 'jd', 'sepi', 'psbb', 'mahsedih']","['watir', 'euy', 'salaki', 'aku', 'ojol', 'kena', 'imbasna', 'karena', 'orderan', 'jd', 'sepi', 'psbb', 'mahsedih']","['watir', 'euy', 'salak', 'aku', 'ojol', 'kena', 'imbasna', 'karena', 'order', 'jd', 'sepi', 'psbb', 'mahsedih']","['watir', 'salak', 'ojol', 'imbasna', 'order', 'sepi', 'mahsedih']",watir salak ojol imbasna order sepi mahsedih,negatif
"Hanya Bodebek dan Bandung Raya yang Masuk PSBB, RK Sebut Harusnya Ada Daerah Lain yang Menerapkan  https://t.co/bd7TrML2j6","Hanya Bodebek dan Bandung Raya yang Masuk PSBB, RK Sebut Harusnya Ada Daerah Lain yang Menerapkan https //t.co/bd7TrML2j6","Hanya Bodebek dan Bandung Raya yang Masuk PSBB, RK Sebut Harusnya Ada Daerah Lain yang Menerapkan https //t.co/bd7TrML2j6",hanya bodebek dan bandung raya yang masuk psbb rk sebut harusnya ada daerah lain yang menerapkan   tcobd trml j ,"['hanya', 'bodebek', 'dan', 'bandung', 'raya', 'yang', 'masuk', 'psbb', 'rk', 'sebut', 'harusnya', 'ada', 'daerah', 'lain', 'yang', 'menerapkan', 'tcobd', 'trml', 'j']","['hanya', 'bodebek', 'dan', 'bandung', 'raya', 'yang', 'masuk', 'psbb', 'rk', 'sebut', 'harusnya', 'ada', 'daerah', 'lain', 'yang', 'menerapkan', 'tcobd', 'trml', 'j']","['hanya', 'bodebek', 'dan', 'bandung', 'raya', 'yang', 'masuk', 'psbb', 'rk', 'sebut', 'harus', 'ada', 'daerah', 'lain', 'yang', 'terap', 'tcobd', 'trml', 'j']","['bodebek', 'bandung', 'raya', 'rk', 'daerah', 'terap', 'tcobd', 'trml']",bodebek bandung raya rk daerah terap tcobd trml,positif
Apa bedanya PPKM dengan PSBB apa cuma beda nulis tapi intinya sama,Apa bedanya PPKM dengan PSBB apa cuma beda nulis tapi intinya sama,Apa bedanya PPKM dengan PSBB apa cuma beda nulis tapi intinya sama,apa bedanya ppkm dengan psbb apa cuma beda nulis tapi intinya sama,"['apa', 'bedanya', 'ppkm', 'dengan', 'psbb', 'apa', 'cuma', 'beda', 'nulis', 'tapi', 'intinya', 'sama']","['apa', 'bedanya', 'ppkm', 'dengan', 'psbb', 'apa', 'cuma', 'beda', 'nulis', 'tapi', 'intinya', 'sama']","['apa', 'beda', 'ppkm', 'dengan', 'psbb', 'apa', 'cuma', 'beda', 'nulis', 'tapi', 'inti', 'sama']","['beda', 'beda', 'nulis', 'inti']",beda beda nulis inti,netral
"Still thinking whether I really have to visit Jakarta in the last week (just a day after PSBB ends) for a cousin’s wedding. Of course I’d looove to witness the very happy day, but current Covid situation is getting worse.","Still thinking whether I really have to visit Jakarta in the last week (just a day after PSBB ends) for a cousin’s wedding. Of course I’d looove to witness the very happy day, but current Covid situation is getting worse.","Still thinking whether I really have to visit Jakarta in the last week (just a day after PSBB ends) for a cousin’s wedding. Of course I’d looove to witness the very happy day, but current Covid situation is getting worse.",still thinking whether i really have to visit jakarta in the last week just a day after psbb ends for a cousins wedding of course id looove to witness the very happy day but current covid situation is getting worse,"['still', 'thinking', 'whether', 'i', 'really', 'have', 'to', 'visit', 'jakarta', 'in', 'the', 'last', 'week', 'just', 'a', 'day', 'after', 'psbb', 'ends', 'for', 'a', 'cousins', 'wedding', 'of', 'course', 'id', 'looove', 'to', 'witness', 'the', 'very', 'happy', 'day', 'but', 'current', 'covid', 'situation', 'is', 'getting', 'worse']","['still', 'thinking', 'whether', 'i', 'really', 'have', 'to', 'visit', 'jakarta', 'in', 'the', 'last', 'week', 'just', 'a', 'day', 'after', 'psbb', 'ends', 'for', 'a', 'cousins', 'wedding', 'of', 'course', 'id', 'looove', 'to', 'witness', 'the', 'very', 'happy', 'day', 'but', 'current', 'covid', 'situation', 'is', 'getting', 'worse']","['still', 'thinking', 'whether', 'i', 'really', 'have', 'to', 'visit', 'jakarta', 'in', 'the', 'last', 'week', 'just', 'a', 'day', 'after', 'psbb', 'ends', 'for', 'a', 'cousins', 'wedding', 'of', 'course', 'id', 'looove', 'to', 'witness', 'the', 'very', 'happy', 'day', 'but', 'current', 'covid', 'situation', 'is', 'getting', 'worse']","['still', 'thinking', 'whether', 'really', 'have', 'visit', 'jakarta', 'last', 'week', 'just', 'day', 'after', 'ends', 'cousins', 'wedding', 'course', 'id', 'looove', 'witness', 'very', 'happy', 'day', 'current', 'covid', 'situation', 'getting', 'worse']",still thinking whether really have visit jakarta last week just day after ends cousins wedding course id looove witness very happy day current covid situation getting worse,positif
