text,sentiment
"Aneh tp nyata, skola gue nyuruh anak kelas 12 masuk cuma buat foto + rekap nilai (dadakan).  Trus tmen skelas w dtg tuh. Tp dia pake ripped jeans gtu.. disuruh pulang dong. Disuruh balik lg hari senin.. padhal bajunya bebas  Trs senin mulai psbb lg dan skola gua gabole buka  Mmps",netral
IBL 2021 Batal Digelar Januari. Pemerintah langsung memutuskan untuk kembali menjalankan Pembatasan Sosial Berskala Besar (PSBB) lagi di Pulau Jawa dan Bali mulai 11 Januari.   https://t.co/795SD8mB2L,positif
Psbb lagi ada kesempatan bikin dalgona,positif
@kopimatchalatte Psbb kak g leh dket dkt dulu skrg,positif
Ketika semangat2nya menabung psbb jawa bali kan gak lucu bro.,negatif
Gak tau lagi deh psbb jawa bali,netral
Gak pp psbb asal rakyat tetap bisa makan.,positif
Jualan arak buat hidup 2minggu kedepan PSBB LAGI SOALE QIREK QIREK,negatif
"Tapi karena PSBB jilid xxx yg udah kaya sinetron tersanjung diberlakukan lagi, agak jadi bahan pertimbangan juga karena akses. Hope to see this pandemic will be ended soon. Dan diri ini cepat pulih 😇",positif
"temen temen di jogja, info dong.. dari solo boleh masuk jogja ga pas masa psbb gini?",netral
psbb rek kaditu kadieu ge,netral
Si raffi ahmad jadi key opinion leader makanya di vaksin duluan. Berharap masyarakat mau divaksin. Abis divaksin dia pesta2 tanpa prokes atau psbb. What a stupid influencer? Kall key opinion leadernya begitu yg ngikut gimana? Stupid!!!,negatif
@meatballlovers utk 87 hari lagi inget belajar biar nanti bulan agustus bisa menjalankan kegiatan ppsmb bukan psbb xixixi,positif
"Cabut dulu, sayang ngekost juga mau psbb lagi mah",netral
Psbb tay,negatif
@yoseprizki Iya kan psbb. Cobaaa cari cari enaknya dkmana yaaa,netral
Pasti dikiranya aku gada kerjaan blm plg jam 1/2 8 malam diprotes blg lg psbb. Pikirku diselesaiin dl baru plg. Tp aku dimarahin udh disuruh pulang 😢 Knp ga mikir klo swasta sm bumn beda. Dan ga smua org bisa punya previllege gitu,negatif
"aku ga protes psbb diperketat, tapi kenapa pamarentah ga pake uu karantina wilayah, dipake sih tapi buat menjarain hrs 🙄 nolak vaksin krn alasannya banyak, dan itu dilindungi uu ini ga akan ada happy ending krn udah banyak yg mati",negatif
"aku suka psbb sekarang, luv❤️",positif
"~Menjaga rasionalitas •^¤^• , Menjaga kesehatan mental. Penting di masa psbb~",positif
"@JombloKemaki mas e mewakili sebagian orang sik keno dampak PSBB, ""aku luwe"".",netral
"Bener, yg adil yaa tak ada psbb, biar dari kesadaran masing2.",negatif
@thenanno_ Psbb jadi nggak boleh renang,negatif
"@detikcom Gua ketawa dengarnya... cukup Bapak/Ibu berdoa aja dari singga sana nya... Ribet solnya, ada vaksin ditolak mending bayar denda katanya. dulu pemerintah cuek katanya g peduli dulu disuruh PSBB katanya g peduli rakyat kecil Ribet",negatif
"Oh iya, lupa. Surabaya kan lagi PSBB yak? Apa msh bisa ngopi²? Info dong 😁  @Rhyanasaputri92 @Seilatoge_69 @GadisSby2 @Kekeyfelicia @bun9aa001  ato #ngopinyadikamaraja ?",netral
Niat nya mo ke Mlg lagi sblm balik pwt ehh PSBB 😭😓,negatif
@JombloKemaki @bonx_rian Mung waton gawe aturan tutup. Psbb jembut. Mesake wong golek pangan.,negatif
Garut PSBB #Garut  https://t.co/TSAaEViR8K,netral
@txtdrjkt @txtdarionlshop Di Bali juga psbb lagi,netral
"yaa Allah bapakku kalo di wa cuek sekali, sekali panjang isinya cuma boardcast psbb",netral
@Jateng_Twit @satpolsukoharjo @sukoharjo_kab @ganjarpranowo Jane yo gak opo nek ono peraturan ngono. Tapi ki dikei solusi pie.. opo dikei bantuan pie.. nuruti psbb tapi ra dikei solusi / bantuan yo luweee Tiyang alit pak bu.. senes artis sing midea mideo terus gadah arta :'),negatif
"@PAKTAEHYUNG95 Gak ada bang, bidadari lagi psbb gak turun ke bumi.",netral
@jcowacko Ga ngomel dok. CUMA NANGGUNG. LOKDON aja sekalian napa. Apaan tu PSBB istilah ga jelas cm biar ga nanggung kebutuhan semua org. Yg diawasi daerah2 perkantoran aj. Perkampungan? Cih ga ada yg ngawas. Istilahnya lu ga boleh ngumpul disini tp di luar bole laa ga kita liatin ko,negatif
"@Jateng_Twit Kuwi bupati wani mergo gowo polpp , gaji bulanan ora terdampak PSBB makane iso ngomong peraturan².  Ora ngei solusi, cuma nutup tok mbek ngamuk².  Sok meneh rak usah dipilih lah seng ngono² kuwi.",negatif
Indomaret psbb gini buka jam berapa sih ??,netral
"dari mulai drama sicovid masuk indo, masker, psbb, new normal, sampai sekarang ke vaksin ttp ada aja kelakuan orang-orang yang katanya pinter tapi kenyataan tolol banget, gapernah mau belajar dari kesalahan yang udah-udah!",negatif
Acara segini banyak orang kok dibolehin sih? Psbb my ass.,netral
"Oiya mba @R_AmelJKT48 tau ga, kmrn tu habis maghrib mau ke swalayan, belanja bulanan. Baru bisa keluar malem soalnya, nah begitu sampe tutup padahal baru jam 7. Lupa banget kalau Karawang ada PPKN ehh PPKM apasi... Pokoke macem PSBB tapi katanya lebih ketat. Yowis berhubung dah..",positif
@dittawardani123 Gila kao pandemi gini😭 Eh dit di sini mau PSBB lg🔫 apa kabs di sana?,negatif
PSBB hari ke-empat..  https://t.co/TVNv0R2vj5,netral
"gatau masi gangerti knp psbb = nutup jalan/toko lebih awal, padahal aktivitas/kontak pas malem ga sebanyak siang deh yg ada. absurd bgt",negatif
"Selama PSBB, Kawasan Wisata Pantai di Garut Selatan Ditutup Total » Gosip Garut  https://t.co/gk0F9zufJu via GosipGarut",positif
Oh bukan psbb lagi tapi ppkm ya ganti nama doang,netral
@sukangawwr psbb pak,netral
"@moafromnowhere @subtanyarl 😭😭 tp btw kemaren"" sblm psbb yg ini masi 24 jam?? Uda lama ngga lewat situ pas malem soalnyaa",negatif
@Jateng_Twit @satpolsukoharjo @sukoharjo_kab @ganjarpranowo Psbb hanya untuk rakyat kecil,negatif
"Patuhi Aturan PSBB, Pimpinan DPR Tak Gelar Open House Idulfitri  https://t.co/2prKDKbzW7",positif
@JombloKemaki psbb mung nggo wong cilik,negatif
@Dwikiseptiawan_ Kalau psbb kan berskala besar kalau ppkm kan kota2 kecil bg,positif
"@energitodayID Khusus di wilayah Jawa Tengah dan DIY,ketahanan stok  per tanggal 10 Januari sebelum PSBB adalah hingga 11 hari utk BBM bersubsidi,sementara produk BBM non subsidi hingga 16 hari #EnergizingYou",netral
JOGJA KOK PSBB ?  PSIM LAH..,netral
"Khusus di wilayah Jawa Tengah dan DIY,ketahanan stok  per tanggal 10 Januari sebelum PSBB adalah hingga 11 hari utk BBM bersubsidi,sementara produk BBM non subsidi hingga 16 hari #EnergizingYou",netral
"Pesawatnya PHP apa di Sayang sama PSBB 🤣😂 kok smpe Terdampar di Kota #Surabaya ? Bsok avail mna? Jkt/Sby @Sheyna_01 ?  Wa beta seng ada sayaaang..? 🤣😂 Pagi"" budreeeek dOng 🤣😂  Yen Sing Ra seneng Unfollow yo Rappo..Urip ku Ra ngelayani sing Ra Seneng kok 🤣😂  https://t.co/a28Uxn8OB0",negatif
@sbyfess Opo mergo efek psbb yo?,netral
Jog! Nek psbb ngeneki apotek 24 jam yo tutup e jam 21.00?,netral
@moafromnowhere @subtanyarl Psbb masi 24jam??  -ns,netral
@JombloKemaki Pkkm psbb jembod,negatif
Men ra psbb meneh,netral
"Selasa 12 januari 2021 pkl 11:00wib, di laksankan Audiens para pelaku usaha kawasan malioboro, dan alun alun terkait dengan PSBB .kurang lebih 50 org dengan Korlap deva Dermana sh. mhum Di terima oleh :Asisten sek Daerah kota Yogyakarta bpk Sisruwadi SH.  https://t.co/p65yuFmDYS",netral
@FWBESS Psbb,netral
@raelrev Aku di sini om. Ga kemana mana. Psbb juga,netral
@republikaonline Saya masih melihat protokol yg di langgar..warung maka. Tetap buka 24 jam di jln Godean...Tidak ada perubahan ada PSBB sama saja aktivitas seperti hari kmrn2..,negatif
"@eetiyum Ah iyaa bener juga, lupa kalo psbb 😂 tengss katiyum!!",positif
"Desember dan januari yang selalu dikenang, masuk di psbb dan tetap berharap pada Tuhan",positif
@ManUtd_ID Lg PSBB min,netral
Psbb ndasmu wkwk  https://t.co/UXMgIQBuef,netral
"@scintillair #bebelac oalah pantes, aku juga semenjak psbb jadi jarang beli pulsa / paketan deh gegara di rumah ada wifi wkwkwk.   berarti nanti kamu ganti nomer?",netral
"Kapolsek Gemolong Sragen AKP I Ketut Putra, S.H. bersama Muspika menghadiri Rakor Linsek tingkat Kec. Gemolong dalam rangka penerapan PSBB (Pembatasan Sosial Berskala Besar) dan  PPKM ( Penerapan Pembatasan Kegiatan Masyarakat )  https://t.co/Il8BEuaWZq",positif
"Hari-hari diberlakukan psbb di smrg bikin aku jadi mager bangun padahal kan kantorku ga diberlakukan wfh, ttapi jalanan sepi orang-orang pada wfh 😌",negatif
"Apa perlu kucing""an pedagang yg buka malem di psbb ini -_- merana sekali sepertinya",negatif
"@jonidasuka @dhitahc @jokoanwar PSBB gak ada UU nya,  Tapi klo lockdown ada UU nya, UU karantina namanya, disana ada kewajiban pemerintah buat kasih rakyat biaya hidup selama di karantina,,  Bapak nya di Karantina (lockdown) gak mau tapi ngeributin susah cari uang pas PSBB 🙄",negatif
A good start  Awal2 psbb masih rame2 aja disini,netral
Wkwkwk kalo gw posisinya lg makan langsung pergi sih. Serem rame bgt katanya psbb! Hihh,negatif
@vevebae_ Wkwkw psbb dibuat untuk dilanggar 🤣,negatif
Sudah mau normal aktivitas orang dengan tetap memakai masker sudah mulai mau stabil perekonomian suruh psbb lagi :(,negatif
@happywieken wingi ak nekat mubeng solotigo mbak golek indomaret sg bukak jam 24 dan orasadar nk jebul mergo psbb huffff,negatif
ya Allah mau gofood mcd ternyata psbb ya huhu baru buka jam 7:(,negatif
Gara gara psbb lagi di bandung jd dapet libur panjang lagi. Sampe gari sabtu di rmh :(,negatif
@corndogmozza Setelah psbb buka bang,netral
@danmungkinbila @FWBESS PSBB dong.,netral
"PSBB, PSKM, opo meneehh",netral
"Lockdown di NL diperpanjang smp 7 Feb :(  Buat perbandingan dgn PKKM/PSBB, di sini: 1. Cm boleh nerima tamu max. 2 org/hr (kec. anak2 &lt;12th); 2. Di luar max.brdua ato 1 keluarga serumah; 3. Musea, bioskop, bonbin, tmpt rekreasi lainnya tutup; 4. Resto/tmpt mkn cuma bs take away;  https://t.co/zA0qfEWmor",negatif
"Aing tau lah ga bisa masuk ptn lewat snm dengan mudah, dan sekarang merasakan sakit ga bisa bikin senyum orang tua padahal blom pengumuman, aduh udh banyak males2an selama psbb :( Knpa insecurenya sekarang",negatif
@CommuterLine jadwal KRL selama psbb dari Parungpanjang ke tanah abang dan sebaliknya ada perubahan min?,netral
"Psbb bukan ajang nyari utangan juga kalik.. yg mbok mintain utangan itu juga kena dampak psbb juga masalahnya..cmn beda nya, tmn mu lbh bs survive &amp; otak nya lbh bs di pake aja",netral
Puji tuhan walaupun lagi psbb masih dikasih kesempatan jalan-jalan ke puncak.,positif
@kragnut @IkhwanulInsan @NataliusPigai2 Tidak ada yg bilang PSBB itu karantina,netral
"Tiap kali mimpi (atau apalah namanya) yang hadir selalu org2 di masa lalu yang pernah dekat sama gw, kenapa ya???   Btw selamat pagi Tweeps, hari ke-3 PSBB lagi",netral
Morning #bandung #availbandung .... Syg jakarta kenapa senyap apa karna psbb 🤗... Jangan lupa yah smua #padang #PadangBO #padangbasah tgl 16🥰🥰  @Ranjangb4goyang @ACCPadang  https://t.co/R9kjRtJQyj,netral
Kayaknya PSBB itu cuma di Jakarta,netral
Dua Hari PSBB Gimano Ada Bedanya.....  https://t.co/5zy24HrFsc,negatif
Pengusaha Restoran Protes PSBB Anies: Mending Tutup Sekalian!  https://t.co/yd5RwzYYFQ,negatif
"Ngapain Pemerintah pura2 sibuk tgl 11-25 PPKM/PSBB ketat ,test swab gen Jawa~Bali...Rezim Otoriter Orde Ngapusi..",negatif
"Morning all 👋👋👋, moga aja sehat2 aja ya disini udah psbb  #emdiary",positif
"@CommuterLine Betul min, bagus ada pembatasan seperti ini, tetapi lebih baik lebih baik dilakukan sebelum masuk stasiun saja bukan di underpass, apalagi di st depok ada ruang terbuka sblm masuk stasiun. Seperti psbb sebelumnya juga di luar stasiun.",positif
"@CommuterLine Betul min, bagus ada pembatasan seperti ini, tetapi lebih baik lebih baik dilakukan sebelum masuk stasiun saja bukan di underpass, apalagi di st depok ada ruang terbuka sblm masuk stasiun. Seperti psbb sebelumnya juga di luar stasiun.",positif
"@CalonMuw @misellia_ @ambiskun Dia ngambil jurnal tanpa izin itu salah,menegakkan  psbb tapi yang menegakan ga paham situasi protokol kesehatan,itu salah.jelas dia bilang puluhan orang berdesakan buat ambil foto itu tindakan penumpukan masa,yakan.",negatif
"@94sHOONIE nda mao, lg psbb g mao dkt”😘",netral
Hujan lg 🌦🌧⛈🌨 Ngapain ya??  Tidur lg deh..Tarik selimut Klo ada yg pengen chat datang aja ke mimpi aku online aja soalnya lg PSBB.,positif
@ManUtd_ID @chevrolet Psbb ih jaga jarak,positif
@pandji Nampak tim2 di kota London dan Manchester Biru masih PSBB wkwk,netral
TNI POLRI beserta Muspika Kecamatan Trucuk laksanakan giat pengecekan pemberlakuan PSBB di wilayah Trucuk.  https://t.co/69YEJEU2l4,positif
Ini perpanjangan STNK pas pandemi - psbb gimana ya? 🙃,netral
"@Pii_DeeDee Gak, ngomong aja psbb tp suasananya kek biasa wkwkw gatau apa yg d psbb 🤣",negatif
"@winterphany93 Gatau juga kak, nemu di tl tadi 😂 Btw kak, solo aman ga? Ada peraturan atau psbb gt gaa skrg? Soalnya aku rencana balik solo",netral
@altertimebase Psbb ga boleh kemana mana,netral
Min @PRFMnews ada pergub atau perwalkot terbaru soal PSBB Proporsional? Nuhun.,netral
Bos! Ada yang pengen nemenin tante dirumah ga? psbb rumah sepii? F,netral
Assalamu'alaikum WrWb... Dear sahabat kena PSBB nie akun maaf blom bs polbek sabar ya 🙏😀  MET aktivts sehat trs n sucsess sellu...  https://t.co/nUPTcC1nuz,positif
"@kalembaekalem @UNSfess_ Bisa bang, sebelum psbb maren aku liat banyak yg jogging disana kok, tapi gatau deh sekarng pas psbb",netral
Yuk kerja yuk walaupun lagi psbb 💪,positif
"@bintangbulanmu1 iyee lah, biar ga deket2 takut, dah tao psbb jilid 2, harus jauhan dong",positif
"@callmeindrii Aku tu ga bisa kalau LDR+PSBB gini sebellll ---""",negatif
"@achza81 @ajikurnia94 @nabilaasdiqo @demokrasiambyar Yg perlu dfahami awal adlh virus ini ""gila"" d lockdownpun suatu negara jebol, lihat negara2 kuat d Eropa &amp; Amerika yg menerapkan lockdown total justru efeknya lbh parah dr indo, blm lagi mnghdpi msyrkt yg beragam, lha wong psbb saja msh ada tokoh agama yg protes d depan jemaatnya",negatif
"Tertibkan bagi masyarakat yang sedang punya hajat, ijab qobul Monggo silahkan tapi untuk acara resepsi tidak diperbolehkan selama PSBB ini, begitu penjelasan dari satgas Covid19 tingkat Kecamatan.  https://t.co/iKNuaXPSJL",positif
@CommuterLine Tanya min : Untuk Jadwal operasi krl sampe jam brp di psbb 11-25 Jan?,netral
"@demokrasicoid @HatiMata2 HRS Langgar psbb dituntut 10 th, rekening &amp; organisasi di blokir.  Jaksa Korupsi dituntut 4 th... Harta dan gaji bulanan lancar dan aman. Terus ini hukum kau katakan adil?  wahai para hakim dan penegak hukum berlaku adillah kalian, tidakkah kalian terusik?",netral
2021 niat dapet PS 5 eh malah dapet PSBB #vakingshit,netral
PSBB Mengakibatkan bagaimana susahnya nyari nasi jinggo yang dagangnya cantik😭,negatif
"@hollafrend @FWBESS puncak di psbb, nnti juga turun sndri",positif
"Kadang ak lali kl lagi PSBB, lungo indomar jam 20 wis do tutup kabeh",positif
@ukilanak Psbb bun,netral
"KABUPATEN Cianjur, Jawa Barat, mulai menerapkan adaptasi kebiasaan baru (AKB) menyusul daerah lain yang melaksanakan PSBB Jawa-Bali. Namun dengan penerapan ala PSBB.   https://t.co/mtGpHHHYds",positif
@ukilanak PSBB bun,netral
puncak bogor psbb jadinya puter arah ke puncak klasemen,positif
@khofifah1001 Doain aja semoga warg tambun bisa lebih paham soal PSBB,positif
"Ya Allah H+ sekian PSBB atau pkkm atau apalah, aku kira bakal secreepy kek di eropa eropa gitu, ._. Ternyata rang orang tep santuy aja ya kek biasa  https://t.co/fGd2gwaEP8",netral
"Negara lawak emang, kementerian yang lain ada yg buat kebijakan untuk  PPKM/PSBB skala Ketat atau apalah istilahnya yg lain ada yg promosi pariwisata yg lain malah ngedempetin penumpang terlepas dari itu bos nya merasa sukses menangani pandemi ini",negatif
"yo psbb yo nyambut gawe yo kangen koe yo.... wis rapopo, rasah digetuni~",netral
PSBB hari ketiga..  https://t.co/7t4xtbpPbE,netral
Udah tau ada psbb malah ke puncak. Dasar emyu,netral
"Pengetatan PSBB sekarang,Yg di kerjakan adalah menyelamatkan Warga masyarakat  dlm pelaksanaan,Gubernur Anies Baswedan minta tuk menjaga ketegasan Aparat. Tegas itu bukan berarti bengis  Tegas itu bukan berarti kasar Tegas itu adalah melaksanakan tanpa belak belok, tanpa kompromi  https://t.co/2aV3sx5uD1",positif
@vita_AVP PSBB,netral
"@zenboy13_ PSBB, Rules, Everything, Around Me, C.O.V.I.D get the vaccine Dollar, dollar bill y'all",netral
"@bataracahya Oh iyo, PSBB ono positif e. Ora di uber2 Jatek.",netral
"Isuk"" kepikiran si gimbul dong 🥺 kuangen pol. Gk karu""an. Te ketemu yo yopo carane. Opomane lagi psbb. Ternyata iki rasane ldr 🥺  https://t.co/Xojh5OdtLe",netral
@unitedarmyfc padahal lagi psbb bisa bisanya ke puncak,netral
"Jakarta PSBB Ketat, Satpol PP DKI Tindak 3.576 Pelanggar Tak Pakai Masker  https://t.co/ZqFTLNtaQ0",positif
@Dwisusimeida Sampe bosen psbb Mulu,negatif
"Psbb membuat rindu tertahan. Harusnya jum'at dah pulang, ini harus diundur. Sampe duamingguan 😕",netral
@AgenEka PSBB bos,netral
di laut gaada psbb 🙏  https://t.co/qnPWSGkl1h,netral
"@Dennysiregar7 @jokowi Betulll.. Jadi guyonan kita, yg bikin happy, biar psbb ketat.. Ppkm.. Hajar terus Intoleran, jgn kasih kendorr😊",positif
"RK Terbitkan Kepgub PSBB 11-25 Januari untuk 20 Daerah Jabar  Bandung, CNN Indonesia -- Gubernur Jawa Barat Ridwan Kamil mengeluarkan Keputusan Gubernur (Kepgub) Nomor 443/Kep.10-Hukham/2021 tentang pemberlakuan pembatasan sosial berskala besar (PSBB) secara proporsional di 20  https://t.co/SXDFmgDOKJ",positif
Wkwkwk. Lagi PSBB malah di puncak. #eh,netral
"Makasih nuna, nuna masih psbb jngn dulu salaman",positif
PSBB (Persatuan Sepak Bola Bantul),netral
@FFOODFESS emg ga psbb?,netral
@KurniaRachmatR Mari psbb a mantai? Serius iki 🙈,netral
Alasan utama minimarket mengikuti aturan tutup pukul 19.00 WIB saat pembatasan sosial berskala besar (PSBB) karena dikhawatirkan terjadi kerumunan.  https://t.co/0qGKDKhrZr,positif
@m_fu4d Mungkin lagi psbb bang jadi sepi,netral
@suzli05 Ga PSBB aja sepi apalagi PSBB tambah sepi polll,netral
"@kumparan Nah kan keliatan sebenarnya siapa yg tidak serius menangani pandemi ini??! Percuma pemrintah koar"" jaga jarak, sosial distancing psbb dsb di terapkan, di sisi lain Menterinya melanggar aturan dengan dalih pemulihan ekonomi. Dan pada akhirnya rakyat yg di salahkan..!",negatif
lagi PSBB.. malah maen ke puncak.....  #MUFC  https://t.co/xjS9HsfeON,netral
Lagi psbb malah maen ke puncak 🤔  https://t.co/5njMpWAncl,netral
Kalau kits ngomong masalah omset menurun  kafe besar yg aku omongin td buka dari pagi yg ramenya bisa jadi gak umum. Malu kalau masih ngomongin krn PSBB jd drastis miskin. Kec gak boleh buka sama sekali. Beda lagi. Ini psbb beda ama yg awal dolo,negatif
"Gak usah jauh sudimoro mas, di daerah ijen dkk, kafe yg deket kantor saya. Yg udah ada jam jelas akhir operasional masih tetep buka sampe malam 😅. Ntah kenapa aturan psbb sekarang gak memaksa.",positif
"PENERAPAN PSBB LAGI, PENGUSAHA BUS BERHARAP MENDAPAT STIMULUS DARI PEMERINTAH  https://t.co/cAK0AO6Q9g",netral
Perubahan Aturan PSBB Jogja 11-25 Januari 2021: Jam Malam &amp; WFH 75% -  https://t.co/Ak8Fkf4SN5  https://t.co/hWnyX4bi6A,positif
@armydiaryfess Happy besdayy  panjang umur diberi rejeki trus moga2 ntr kl psbb udh selsai kk bisa ikut conser bts xixixi,positif
"Karyawan Diminta Laporkan Perusahaan Langgar Prokes. Ia menyebutkan ketentuan selama PSBB ketat ini berlaku untuk seluruh perusahaan baik swasta, badan usaha milik negara (BUMN), badan usaha milik daerah (BUMD), maupun instansi pemerintahan.   https://t.co/rkpYuLdwcY",positif
"Pada Hari Selasa Tanggal 12 Januari 2021 Anggota Sabhara Polsek Mergangsan bersama Forkopimka kecamatan melaksanakan Ops Yustisi di Warung Lesahan Jl.Tamansiswa, menghimbau pelaku Usaha,untuk tutup sampai pukul 19.00 wib karena PSBB 12/01/2021  https://t.co/T0zvALEUTP",positif
PSBB=Pendidikan Sejatinya Berbuah Budipekerti. #psbb #COVID19,netral
"Pada Hari Selasa Tanggal 12 Januari 2021 Anggota Sabhara Polsek Mergangsan bersama Forkopimka kecamatan melaksanakan Ops Yustisi di warun Seblak Pasta Jl.Kol Sugiyono, menghimbau pelaku Usaha,untuk tutup sampai pukul 19.00 wib karena PSBB 12/01/2021  https://t.co/9yEs3EvtbE",positif
"Pada Hari Selasa Tanggal 12 Januari 2021 Anggota Sabhara Polsek Mergangsan bersama Forkopimka kecamatan melaksanakan Ops Yustisi di warung Lesehan Jl.Kol Sugiyono, menghimbau pelaku Usaha,untuk tutup sampai pukul 19.00 wib karena PSBB 12/01/2021  https://t.co/wxHTFb5jQS",positif
Opo nek tutup Kabeh virus e ilang? #psbbjawabali #PSBB,netral
"Pada Hari Selasa Tanggal 12 Januari 2021 Anggota Sabhara Polsek Mergangsan bersama Forkopimka kecamatan melaksanakan Ops Yustisi di Sate Madura Jl.Kol Sugiyono, menghimbau pelaku Usaha,untuk tutup sampai pukul 19.00 wib karena PSBB 12/01/2021  https://t.co/wkLnoawg4g",positif
@rraliaaa Jogja psbb,netral
Psbb kali ini gaboleh kontak fisik tapi kalo konta wassap kamu boleh lah ya,positif
@ddy_666 @N60KI Hmmm.... ate kuliner kok wes psbb maneh 😂,netral
PSBB : Penting Sik Berwenang Bahagia,netral
"Razia psbb tapi yg ngerazia bergerombolan gitu, halahhh",negatif
"@infobdg Hahahaha milu seuri weh ah. Ke saacan tgl 25 pasti di perpanjang deui psbb. Sakalian pom bensin tutup dibejaan teh meh eweuh nu kalaluar imah. Geus lieur ku corona . Hayang geura"" pemilihan walkot anyar. Kwkwkwkw",negatif
@Sendraradea gondang psbb warung raono seng bukak,netral
"@hrdbacot Ini kok ga asing ya? Oh ternyata dlu gw jg d giniin pas jaman PSBB pertama kali, untungnya d kantor pake pc bukan laptop, jd krna d rmh jg ad pc jd dia ga kirim pc.  Tp beda sma temen sekantor gw, dia suruh bawa laptop sampe berkas2ny d kirim k kosnya dia",netral
Jawatan Sosial Kapanewon Kasihan melaksanakan monitoring kegiatan pelayanan di Kalurahan Ngestiharjo pada masa PSBB di Hari pertama Senin 11 Januari 2021. @ Kantor Kelurahan Ngestiharjo  https://t.co/iAnS0TOsiA,positif
"@misellia_ Inikan berfokus pada protokol kesehatan dan psbb, kenapa malah merembet ke perizinan pengambilan gambar? Bukan maksud saya tidak menghargai privasi mbak, tapi memang belum pas aja waktunya buat ngomongin hal kek gitu. Toh fokus kita sekarang pada corona bukan mbak miselia",netral
"@semangatyuuuukk @misellia_ Ini lg psbb di jawa bali mas jd di jam2 tertentu misal diatas jam 7 atau 9 malem emang diadain pengecekan biar pada pulang bulan sekedar g pake maskernya ya, udah tau infonya kah?",positif
wkkwwkw ini malah lebih kerumunan/at least sekerumunan pas psbb ‘halu’ kmrn cuk cuk keliatan bgt ini mah buat bikin image doang kebayang pihak mrk telponin media satu satu buat bikin ‘setting’ biar kesannya kerja.,netral
"@misellia_ @yaelaahca uda tau bru pandemi gini, disuru psbb, ko malah nongki2 :(",netral
"Psbb jam malam kurang efektif, kasian yg masih nyari nafkah contoh : pedagang,dlll banyak lah, nyari makan susah klo malem warung tutup, minimarket tutup, bisa bisa mati kelaparan xixi, mungkin lebih efektif kalo rakyat di edukasi tentang penggunaan masker dan 3M jaga kebersihan",negatif
@naginjani Iya psbb mulai senin kemarin,netral
@gh0stiec Psbb,netral
bukannya sekarang lagi psbb....,positif
@Harian_Jogja Psbb hanya mitos di jogja,negatif
"PSBB mabok di kontrakan, Engga PSBB pun ga mampu ke bar. (Rasyid Ridho-2020)",netral
Ada yang Kamu Suka dari #PSBB di Pandemi #Covid19 ini? @Warung_Blogger #HappyBlogging  https://t.co/NEr9TvgGyb,netral
@chikiajadong35 PSBB,netral
@aewin86 PsBB yah pak.. Atau tetap WFO..,netral
"Bosen bgt heu, pengen keluar rumah psbb, pengen video call lama ga punya doi asdfghjklzxcv",negatif
apa qiraahnya ikut psbb? *tolahtoleh*,netral
"@toyayeah Penyebaranya udah bener bener gak bisa di kendalikan pak, makanya psbb ketat lagi, mungkin salah satu faktor nya liburan panjang natal dan akhkr tahun, banyak yg lalai dengan 3M itu",negatif
"@ssefnum Setau gue kita cuma psbb, masih bisa keluar rumah untuk melakukan aktivitas asal jarak dibatasi. Kalo lockdown berarti semua kegiatan di luar rumah sama sekali diberhentikan, kecuali untuk membeli keperluan pribadi maupun yang kerja dibagian pengantaran macem jne, jnt, dll.",positif
"@ariskusnantoo @flrnsyalkllo @ekputri @szzfbro @allfffaaaannnnn @Kudanielishere @nslxxxi @dimazsetiawan_ @alasanmubahagia @bong_tn @receive123 @tarogemshi @VanSershi @dstypink @GALBINXZ @misellia_ Dia ngambil jurnal tanpa izin itu salah,menegakkan  psbb tapi yang menegakan ga paham situasi protokol kesehatan,itu salah.jelas dia bilang puluhan orang berdesakan buat ambil foto itu tindakan penumpukan masa,yakan.",netral
Mumpung PSBB lagi tekadku hari ini sampe alhir bulan belajar facebook blueprint sama google analytics! Tong hoream siah kehed.,positif
psbb meresahkan... gua gabisa makan malem anjr warung pada tutup... emng pemerintah mau ngasih makan malem gitu? wkkwkw,negatif
yk sido psbb tenan pora? nek ora au meh miayaman,netral
"@akbarzsc Ah bocah caper, bicara kode etik jelas2 itu sidak, fokusnya ada pada psbb dan bapak polisi itu. Ya kebetulan ae dia disana. Males jg sama orang yg  menganggap dirinya publik figur dan ngemis2 simpati publik",netral
@salahsambungya Banget kak Dinda jd sepii....psbb nya 2 minggu dampaknya bulan2an,negatif
Psbb  bikin pusing 🥴🥴,negatif
@bigcryingenergy @avisienna psbb,netral
psbb gini pulang kejawa bisa gak sih?,netral
ehmmm... oshit psbb  https://t.co/P8nmFhYMSd,netral
@okkydakjil Baris berbaris psbb alias barista,netral
Promo PAY 9 GET 3🎉🎉 Langganan 1Tahun Cukup Bayar 9 Bulan Saja Lhoo🥳 FREE INSTALASI dan sewa perangkat✅ Harga FLAT selama berlangganan✅ UNLIMITED dan Sudah Fiber Optic✅ Harga sudah termasuk PPN 10%✅ Tunggu Apalagi? Yuk Langganan Sekarang Aja.. Hubungi 0859 1027 47893 #PSBB  https://t.co/Qae3FSxrIk,netral
Yang untung di PSBB kali ini mah SATPOL PP banyak banget ceperan nye,negatif
@AdiaFadillah Untuk saat ini Kaf sama Dal belum bisa ketemu karena lagi PSBB.  🙏🏽🙏🏽🙏🏽,netral
